cliente_id,data_cadastro,plano,tempo_como_cliente_meses,numero_produtos,tickets_abertos_ultimo_mes,tickets_resolvidos,nps_score,uso_medio_mensal_horas,atraso_pagamento_dias,desconto_recebido,canal_aquisicao,regiao,churn
CLI00700,2024-11-20,Pro,13,1,5,2,20,0.5,8,0,Indicação,Norte,1
CLI00701,2022-08-21,Pro,40,3,2,2,71,26.21,2,1,Evento,Sudeste,0
CLI00702,2025-01-07,Starter,11,5,5,2,0,9.89,8,0,Indicação,Sudeste,1
CLI00703,2021-09-29,Pro,51,3,2,2,66,25.22,0,0,Google Ads,Nordeste,0
CLI00704,2025-01-01,Starter,12,2,2,2,39,6.27,4,1,Google Ads,Sudeste,1
CLI00705,2025-01-18,Pro,11,2,6,4,74,7.91,15,0,Google Ads,Nordeste,1
CLI00706,2021-02-08,Starter,59,4,2,2,62,20.74,0,0,Indicação,Nordeste,0
CLI00707,2025-03-08,Pro,9,3,1,0,36,5.95,9,0,LinkedIn,Norte,1
CLI00708,2025-02-19,Starter,10,2,5,3,44,6.02,24,0,Indicação,Nordeste,1
CLI00709,2022-03-16,Starter,46,3,1,1,79,21.39,2,1,Inbound,Nordeste,0
CLI00710,2023-04-21,Starter,32,3,2,2,61,42.16,2,0,Google Ads,Sudeste,0
CLI00711,2024-10-06,Pro,15,1,8,6,28,18.24,6,0,Inbound,Centro-Oeste,1
CLI00712,2025-05-23,Pro,7,1,10,4,56,10.89,22,1,LinkedIn,Nordeste,1
CLI00713,2025-07-28,Pro,5,2,3,2,41,18.64,12,0,LinkedIn,Sul,1
CLI00714,2024-05-15,Pro,19,2,5,4,8,0.5,19,0,Evento,Sudeste,1
CLI00715,2023-08-28,Pro,28,2,2,2,81,27.22,2,1,Google Ads,Sudeste,0
CLI00716,2024-11-27,Pro,13,3,1,0,61,36.88,1,0,Indicação,Sudeste,0
CLI00717,2023-07-22,Starter,29,4,0,0,67,26.24,3,0,Evento,Centro-Oeste,0
CLI00718,2022-06-12,Starter,43,1,0,0,49,21.11,0,1,LinkedIn,Sul,0
CLI00719,2025-11-26,Pro,1,1,11,3,60,8.81,12,0,Google Ads,Sudeste,1
CLI00720,2023-02-07,Pro,35,3,1,1,62,29.05,4,1,Indicação,Nordeste,0
CLI00721,2023-01-07,Enterprise,36,1,0,0,54,36.34,7,0,Evento,Centro-Oeste,0
CLI00722,2023-01-18,Starter,35,2,2,1,61,20.25,0,1,Evento,Sul,0
CLI00723,2023-01-13,Pro,36,2,1,1,84,38.47,1,1,Indicação,Sul,0
CLI00724,2023-07-08,Starter,30,3,0,0,86,25.41,3,0,Google Ads,Sudeste,0
CLI00725,2022-03-11,Starter,46,3,2,1,78,24.52,2,1,Google Ads,Sudeste,0
CLI00726,2023-03-25,Pro,33,4,0,0,82,30.35,1,1,Indicação,Nordeste,0
CLI00727,2024-08-02,Starter,17,3,3,1,47,1.01,28,1,LinkedIn,Nordeste,1
CLI00728,2023-08-17,Pro,28,3,3,2,75,42.85,3,1,Indicação,Nordeste,0
CLI00729,2022-03-30,Starter,45,5,1,0,58,27.3,1,0,Indicação,Sul,0
CLI00730,2021-12-07,Starter,49,1,0,0,72,32.15,3,0,LinkedIn,Sudeste,0
CLI00731,2024-11-01,Pro,14,3,1,1,77,35.59,2,1,LinkedIn,Sul,0
CLI00732,2022-09-14,Pro,40,1,1,1,93,36.04,9,1,Google Ads,Centro-Oeste,0
CLI00733,2024-09-02,Enterprise,16,1,2,2,71,63.16,7,0,Google Ads,Sudeste,0
CLI00734,2023-01-08,Enterprise,36,3,1,1,64,22.26,2,0,Indicação,Sul,0
CLI00735,2025-03-03,Pro,10,1,4,0,49,5.35,15,0,Google Ads,Sudeste,1
CLI00736,2024-05-13,Enterprise,19,3,1,1,59,39.23,1,0,Indicação,Nordeste,0
CLI00737,2023-03-06,Pro,34,2,2,2,83,20.22,0,0,Indicação,Sul,0
CLI00738,2023-09-10,Pro,28,2,0,0,60,29.17,1,0,Inbound,Sudeste,0
CLI00739,2024-01-25,Starter,23,1,2,1,69,35.58,2,0,Indicação,Sudeste,0
CLI00740,2024-05-04,Pro,20,2,2,2,76,22.67,1,0,Google Ads,Nordeste,0
CLI00741,2024-11-18,Pro,13,1,4,2,21,7.9,39,0,LinkedIn,Centro-Oeste,1
CLI00742,2023-12-01,Pro,25,2,1,1,75,51.56,9,1,Indicação,Nordeste,0
CLI00743,2025-02-15,Pro,10,5,1,1,98,26.98,0,0,Inbound,Sudeste,0
CLI00744,2023-06-16,Starter,30,2,1,1,84,28.7,1,0,Indicação,Sudeste,0
CLI00745,2023-04-16,Pro,33,4,0,0,74,25.27,2,0,Inbound,Centro-Oeste,0
CLI00746,2023-07-22,Starter,29,3,2,2,74,38.44,5,1,Inbound,Sudeste,0
CLI00747,2025-01-08,Enterprise,11,3,1,1,63,36.18,2,1,Inbound,Centro-Oeste,0
CLI00748,2020-01-18,Pro,72,4,2,2,56,24.52,6,0,Evento,Centro-Oeste,0
CLI00749,2023-03-25,Pro,33,3,3,2,72,39.98,0,0,Inbound,Sudeste,0
CLI00750,2022-09-13,Starter,40,1,0,0,64,38.6,1,1,LinkedIn,Nordeste,0
CLI00751,2024-11-02,Pro,14,2,0,0,88,29.06,2,0,Google Ads,Norte,0
CLI00752,2024-11-02,Pro,14,1,1,1,26,5.79,10,1,Google Ads,Centro-Oeste,1
CLI00753,2024-03-03,Pro,22,2,0,0,53,31.05,8,0,Indicação,Sul,0
CLI00754,2021-09-28,Pro,51,3,0,0,70,48.04,0,0,Inbound,Nordeste,0
CLI00755,2021-08-10,Enterprise,53,1,2,2,73,35.55,1,0,Indicação,Centro-Oeste,0
CLI00756,2025-07-09,Pro,5,2,2,1,61,19.65,1,0,Inbound,Sudeste,0
CLI00757,2021-10-24,Pro,50,3,0,0,32,19.87,5,0,Indicação,Sudeste,0
CLI00758,2022-07-31,Pro,41,2,0,0,74,17.84,0,0,Indicação,Nordeste,0
CLI00759,2023-03-31,Enterprise,33,3,0,0,65,0.5,5,0,Inbound,Nordeste,0
CLI00760,2025-05-31,Pro,7,1,3,2,46,5.66,7,0,Indicação,Sul,1
CLI00761,2022-08-31,Enterprise,40,5,1,1,73,5.53,3,0,Indicação,Sudeste,0
CLI00762,2023-01-31,Pro,35,3,0,0,71,31.65,0,0,Inbound,Sudeste,0
CLI00763,2023-12-10,Pro,25,2,3,1,44,12.96,11,1,LinkedIn,Sul,1
CLI00764,2023-02-19,Starter,34,1,0,0,77,34.31,0,0,Google Ads,Nordeste,0
CLI00765,2023-03-27,Enterprise,33,2,1,1,72,18.12,0,1,Indicação,Norte,0
CLI00766,2022-07-13,Starter,42,4,3,2,100,50.78,5,1,Indicação,Nordeste,0
CLI00767,2023-08-19,Starter,28,2,2,2,66,23.98,2,0,Google Ads,Norte,0
CLI00768,2023-08-14,Starter,29,2,3,3,87,25.81,2,0,Evento,Sul,0
CLI00769,2023-09-08,Enterprise,28,4,0,0,70,33.83,8,1,Google Ads,Sul,0
CLI00770,2022-04-25,Pro,44,2,0,0,81,53.16,4,1,Google Ads,Sudeste,0
CLI00771,2024-02-08,Pro,23,2,0,0,71,31.31,3,0,Indicação,Nordeste,0
CLI00772,2025-06-08,Starter,6,1,8,3,0,7.5,18,0,Google Ads,Sul,1
CLI00773,2023-05-11,Pro,32,1,1,1,69,15.12,3,0,Indicação,Sul,0
CLI00774,2023-08-18,Pro,28,3,0,0,59,55.88,1,0,Google Ads,Norte,0
CLI00775,2022-05-13,Pro,44,2,3,3,71,33.26,2,0,Indicação,Nordeste,0
CLI00776,2022-02-03,Starter,47,4,2,2,76,34.97,1,0,LinkedIn,Sul,0
CLI00777,2023-05-11,Starter,32,1,1,1,56,43.88,2,1,LinkedIn,Nordeste,0
CLI00778,2022-07-31,Enterprise,41,3,3,3,88,44.74,9,0,Google Ads,Nordeste,0
CLI00779,2024-10-04,Pro,15,1,6,2,57,5.85,2,1,Indicação,Nordeste,1
CLI00780,2024-04-23,Starter,20,4,6,1,21,9.07,7,1,Google Ads,Sudeste,1
CLI00781,2022-03-21,Starter,46,5,3,1,92,36.82,0,0,Google Ads,Sul,0
CLI00782,2025-02-03,Pro,11,4,2,2,77,58.92,5,0,LinkedIn,Sul,0
CLI00783,2025-03-30,Pro,9,1,1,1,36,13.83,13,0,LinkedIn,Norte,1
CLI00784,2024-03-05,Pro,22,5,1,1,50,6.25,45,0,Inbound,Nordeste,1
CLI00785,2022-04-22,Pro,44,4,1,1,58,30.16,2,1,Google Ads,Sul,0
CLI00786,2025-01-31,Starter,11,1,6,1,35,14.33,19,0,Evento,Centro-Oeste,1
CLI00787,2022-07-21,Pro,41,2,1,1,56,31.01,5,0,Indicação,Sudeste,0
CLI00788,2025-08-06,Starter,4,1,3,0,30,20.11,2,0,Google Ads,Sudeste,1
CLI00789,2023-03-30,Starter,33,1,0,0,95,41.03,3,0,Google Ads,Nordeste,0
CLI00790,2020-02-11,Starter,71,3,0,0,79,23.08,5,1,Inbound,Nordeste,0
CLI00791,2023-07-10,Starter,30,1,1,1,43,33.63,0,0,LinkedIn,Sul,0
CLI00792,2025-04-16,Starter,8,1,11,7,10,15.22,18,0,Inbound,Sudeste,1
CLI00793,2022-08-15,Pro,41,5,1,1,50,33.96,2,0,Inbound,Norte,0
CLI00794,2021-11-27,Pro,49,2,2,2,74,54.82,1,1,Evento,Centro-Oeste,0
CLI00795,2024-06-24,Pro,18,3,5,3,36,8.12,3,1,Google Ads,Sul,1
CLI00796,2025-07-04,Starter,6,2,3,0,40,3.72,23,0,Google Ads,Sudeste,1
CLI00797,2022-11-25,Pro,37,4,0,0,69,8.72,3,0,Evento,Sudeste,0
CLI00798,2023-01-31,Starter,35,2,0,0,98,23.15,1,0,Evento,Nordeste,0
CLI00799,2024-12-03,Pro,13,1,6,4,63,6.72,1,1,Evento,Centro-Oeste,1
CLI00800,2022-02-05,Starter,47,2,3,3,68,42.2,2,0,LinkedIn,Sul,0
CLI00801,2024-09-04,Starter,16,1,5,2,35,13.49,7,0,Inbound,Sul,1
CLI00802,2024-09-29,Pro,15,2,5,3,32,6.22,13,0,Inbound,Sudeste,1
CLI00803,2023-01-11,Pro,36,1,2,2,63,22.02,2,0,Google Ads,Sudeste,0
CLI00804,2023-10-17,Enterprise,26,2,3,2,88,29.99,1,0,Evento,Sudeste,0
CLI00805,2025-11-15,Pro,1,2,0,0,85,16.59,1,0,Inbound,Sudeste,0
CLI00806,2022-03-01,Enterprise,46,5,1,1,74,34.15,1,0,Inbound,Sul,0
CLI00807,2024-06-25,Starter,18,1,3,1,27,5.03,9,0,Inbound,Sul,1
CLI00808,2023-12-22,Enterprise,24,3,2,0,72,17.1,2,0,LinkedIn,Nordeste,0
CLI00809,2023-11-11,Pro,26,2,3,3,100,47.89,1,0,Indicação,Nordeste,0
CLI00810,2025-05-28,Enterprise,7,4,1,1,91,41.76,1,0,Google Ads,Sudeste,0
CLI00811,2024-12-09,Starter,12,2,8,5,21,10.71,21,0,LinkedIn,Centro-Oeste,1
CLI00812,2024-03-20,Enterprise,21,2,0,0,83,38.48,1,0,Indicação,Sul,0
CLI00813,2025-07-07,Starter,5,1,7,4,18,14.31,30,0,LinkedIn,Centro-Oeste,1
CLI00814,2023-12-09,Pro,25,3,1,1,74,46.09,2,1,Indicação,Centro-Oeste,0
CLI00815,2022-09-07,Pro,40,3,0,0,74,37.71,2,0,Indicação,Sudeste,0
CLI00816,2024-07-11,Starter,17,3,6,2,0,12.19,6,1,Google Ads,Sul,1
CLI00817,2023-10-06,Pro,27,3,2,2,78,36.85,3,0,Indicação,Sudeste,0
CLI00818,2025-06-22,Pro,6,5,0,0,81,30.17,3,0,Evento,Sudeste,0
CLI00819,2023-11-19,Pro,25,4,1,0,58,34.35,3,0,Inbound,Centro-Oeste,0
CLI00820,2025-11-12,Pro,1,3,0,0,88,20.43,2,0,Inbound,Sudeste,0
CLI00821,2023-10-14,Enterprise,26,2,2,2,45,16.59,0,0,Indicação,Sudeste,0
CLI00822,2024-10-01,Starter,15,4,4,4,83,42.29,2,0,Google Ads,Centro-Oeste,0
CLI00823,2023-04-12,Pro,33,1,0,0,78,26.77,1,0,Inbound,Nordeste,0
CLI00824,2021-08-26,Starter,52,1,1,0,82,27.67,0,0,Inbound,Sudeste,0
CLI00825,2024-04-29,Pro,20,1,5,0,39,15.55,23,0,Google Ads,Sul,1
CLI00826,2023-11-19,Pro,25,3,0,0,100,32.16,3,1,Google Ads,Norte,0
CLI00827,2024-07-01,Pro,18,2,0,0,62,46.23,2,0,Google Ads,Sul,0
CLI00828,2024-12-18,Starter,12,5,6,1,60,8.37,13,1,Inbound,Sudeste,1
CLI00829,2023-10-02,Starter,27,4,2,2,100,36.02,1,0,Google Ads,Sul,0
CLI00830,2023-07-28,Starter,29,5,1,1,80,27.63,0,1,Inbound,Sudeste,0
CLI00831,2022-11-12,Pro,38,3,2,2,49,26.45,5,1,Evento,Sudeste,0
CLI00832,2024-08-21,Pro,16,1,2,2,60,36.27,3,0,Indicação,Norte,0
CLI00833,2024-03-10,Starter,22,1,5,4,34,4.15,13,0,Indicação,Sul,1
CLI00834,2023-04-21,Pro,32,4,3,1,100,39.39,0,0,Indicação,Sudeste,0
CLI00835,2022-08-27,Enterprise,40,1,0,0,71,23.35,1,1,Google Ads,Sudeste,0
CLI00836,2025-01-14,Pro,11,2,3,2,34,11.4,11,0,Google Ads,Centro-Oeste,1
CLI00837,2023-04-09,Enterprise,33,2,0,0,91,34.4,1,0,Google Ads,Sudeste,0
CLI00838,2022-11-27,Pro,37,3,2,2,52,42.23,0,0,Google Ads,Nordeste,0
CLI00839,2025-02-12,Pro,10,1,4,2,3,15.53,7,0,Indicação,Sudeste,1
CLI00840,2024-07-19,Pro,17,3,0,0,80,27.33,1,0,Inbound,Norte,0
CLI00841,2024-08-11,Pro,16,1,4,1,42,7.18,6,0,LinkedIn,Nordeste,1
CLI00842,2023-12-23,Starter,24,4,1,1,84,24.27,1,0,Google Ads,Sudeste,0
CLI00843,2023-10-01,Pro,27,5,0,0,60,34.1,1,0,Inbound,Sul,0
CLI00844,2022-04-02,Pro,45,3,5,4,69,44.54,0,0,Evento,Sudeste,0
CLI00845,2023-03-29,Starter,33,4,0,0,81,18.62,0,0,Inbound,Sul,0
CLI00846,2024-01-13,Enterprise,23,5,5,4,75,35.43,3,0,LinkedIn,Centro-Oeste,0
CLI00847,2025-02-14,Starter,10,1,1,1,77,19.1,0,0,Google Ads,Sudeste,0
CLI00848,2022-12-27,Pro,36,5,2,2,45,57.8,1,1,Evento,Nordeste,0
CLI00849,2022-05-08,Starter,44,4,1,1,75,23.93,1,0,Inbound,Nordeste,0
CLI00850,2025-07-15,Enterprise,5,1,12,4,28,10.36,21,1,Google Ads,Sudeste,1
CLI00851,2024-03-16,Pro,21,4,7,1,20,2.87,7,0,Google Ads,Nordeste,1
CLI00852,2023-01-01,Pro,36,3,2,1,67,12.75,1,0,Google Ads,Sul,0
CLI00853,2025-11-30,Starter,1,5,5,2,30,17.09,9,1,Google Ads,Sudeste,1
CLI00854,2022-04-18,Starter,45,2,1,1,64,31.5,2,0,Google Ads,Nordeste,0
CLI00855,2022-07-25,Enterprise,41,3,3,2,67,29.46,3,0,Evento,Centro-Oeste,0
CLI00856,2023-10-07,Pro,27,3,0,0,85,25.5,0,0,LinkedIn,Sul,0
CLI00857,2021-12-01,Pro,49,3,0,0,68,15.46,1,0,Indicação,Sudeste,0
CLI00858,2022-12-12,Starter,37,3,1,0,35,60.18,0,0,Evento,Sudeste,0
CLI00859,2023-05-23,Pro,31,4,2,2,57,36.71,3,0,Indicação,Sudeste,0
CLI00860,2021-07-15,Enterprise,54,4,2,1,81,38.6,2,0,Indicação,Nordeste,0
CLI00861,2023-02-24,Starter,34,2,1,1,60,42.63,3,0,Indicação,Sudeste,0
CLI00862,2025-11-26,Enterprise,1,3,1,1,85,29.59,6,0,Indicação,Sudeste,0
CLI00863,2023-02-26,Pro,34,2,0,0,89,8.17,6,0,Inbound,Sul,0
CLI00864,2023-06-26,Starter,30,1,1,0,73,50.91,2,0,LinkedIn,Sudeste,0
CLI00865,2025-04-11,Pro,8,3,2,1,100,37.17,6,0,Inbound,Sudeste,0
CLI00866,2023-10-12,Pro,27,2,1,1,64,21.05,4,0,Inbound,Nordeste,0
CLI00867,2025-02-06,Starter,10,1,3,2,52,57.57,1,0,Indicação,Nordeste,0
CLI00868,2022-10-11,Starter,39,1,0,0,68,30.32,1,0,Evento,Nordeste,0
CLI00869,2024-07-08,Enterprise,18,4,1,1,75,29.8,1,0,Inbound,Sudeste,0
CLI00870,2023-10-23,Pro,26,1,6,1,44,5.59,15,1,LinkedIn,Sudeste,1
CLI00871,2023-03-08,Starter,34,2,1,1,100,31.7,1,0,Google Ads,Sudeste,0
CLI00872,2025-11-28,Starter,1,2,3,1,50,15.96,14,1,Inbound,Sudeste,1
CLI00873,2024-02-08,Enterprise,23,1,1,1,88,35.08,1,0,Indicação,Sul,0
CLI00874,2022-04-06,Starter,45,3,2,1,52,35.23,1,0,Google Ads,Sudeste,0
CLI00875,2024-03-01,Starter,22,3,1,1,88,18.99,1,0,Indicação,Norte,0
CLI00876,2025-08-17,Starter,4,3,4,3,23,19.67,2,0,Evento,Centro-Oeste,1
CLI00877,2022-08-13,Enterprise,41,4,1,1,83,46.71,8,0,Indicação,Nordeste,0
CLI00878,2025-01-12,Starter,11,1,5,3,32,18.22,8,0,Google Ads,Nordeste,1
CLI00879,2024-06-27,Enterprise,18,2,2,1,61,20.1,1,1,Inbound,Sudeste,0
CLI00880,2023-11-21,Enterprise,25,2,1,1,81,33.69,2,0,Indicação,Centro-Oeste,0
CLI00881,2023-07-30,Enterprise,29,4,4,4,56,37.05,4,0,Inbound,Sul,0
CLI00882,2025-06-18,Pro,6,1,8,3,53,11.79,12,0,Inbound,Norte,1
CLI00883,2022-11-04,Starter,38,3,0,0,79,35.19,11,0,Inbound,Nordeste,0
CLI00884,2025-01-26,Pro,11,2,2,1,66,11.76,39,1,Google Ads,Sudeste,1
CLI00885,2023-12-11,Enterprise,25,4,1,1,90,34.25,5,0,Inbound,Norte,0
CLI00886,2022-03-21,Enterprise,46,4,0,0,81,31.07,1,1,Indicação,Nordeste,0
CLI00887,2021-12-04,Starter,49,1,1,1,61,23.62,1,1,Inbound,Centro-Oeste,0
CLI00888,2021-04-28,Enterprise,56,4,1,1,72,24.1,1,0,Inbound,Nordeste,0
CLI00889,2023-10-22,Starter,26,4,0,0,77,33.88,3,1,Evento,Centro-Oeste,0
CLI00890,2022-11-06,Pro,38,5,1,1,56,27.57,6,0,Inbound,Sudeste,0
CLI00891,2024-12-03,Starter,13,1,1,1,93,26.47,1,0,LinkedIn,Sudeste,0
CLI00892,2020-07-28,Pro,66,3,1,1,69,30.97,2,0,Inbound,Nordeste,0
CLI00893,2023-08-24,Pro,28,3,0,0,72,28.93,2,0,LinkedIn,Sudeste,0
CLI00894,2023-10-04,Starter,27,2,8,4,17,8.73,8,1,Inbound,Sudeste,1
CLI00895,2022-01-13,Starter,48,1,2,2,68,28.45,0,1,Indicação,Sudeste,0
CLI00896,2024-05-05,Starter,20,2,7,5,20,13.82,20,1,Google Ads,Sudeste,1
CLI00897,2023-12-27,Pro,24,1,3,0,28,11.5,7,1,Google Ads,Sudeste,1
CLI00898,2023-07-24,Pro,29,2,2,1,60,23.79,2,1,Google Ads,Sudeste,0
CLI00899,2025-04-06,Pro,8,1,3,2,13,8.75,7,1,LinkedIn,Nordeste,1
CLI00900,2024-12-09,Pro,12,2,2,2,51,24.11,3,0,Indicação,Sul,0
CLI00901,2025-11-29,Starter,1,1,0,0,54,7.35,6,0,LinkedIn,Sul,1
CLI00902,2025-01-03,Pro,12,2,4,3,22,13.64,19,1,Inbound,Sudeste,1
CLI00903,2023-01-09,Starter,36,4,0,0,63,19.68,5,1,Inbound,Nordeste,0
CLI00904,2022-08-23,Pro,40,2,2,1,71,38.24,2,0,Indicação,Sul,0
CLI00905,2024-05-06,Pro,20,1,4,4,86,15.93,0,0,Inbound,Nordeste,0
CLI00906,2023-03-07,Starter,34,2,2,1,68,38.32,4,1,LinkedIn,Norte,0
CLI00907,2024-06-11,Pro,18,2,2,1,98,29.18,0,0,Google Ads,Sudeste,0
CLI00908,2024-06-21,Starter,18,2,2,2,86,24.87,4,1,Evento,Sul,0
CLI00909,2022-03-18,Enterprise,46,1,0,0,77,24.91,2,0,Indicação,Sul,0
CLI00910,2022-06-17,Starter,43,1,0,0,52,30.84,4,1,Inbound,Nordeste,0
CLI00911,2025-03-14,Pro,9,4,1,1,53,29.43,0,0,Google Ads,Sul,0
CLI00912,2023-12-11,Enterprise,25,4,2,2,58,46.25,6,1,Google Ads,Sul,0
CLI00913,2024-09-21,Starter,15,1,1,1,73,24.01,3,0,LinkedIn,Sudeste,0
CLI00914,2024-05-18,Starter,19,5,1,1,79,42.9,0,0,Inbound,Sul,0
CLI00915,2025-06-22,Starter,6,2,3,2,73,24.61,1,0,LinkedIn,Sudeste,0
CLI00916,2022-10-02,Starter,39,3,4,4,73,31.16,7,0,Inbound,Norte,0
CLI00917,2025-06-03,Starter,7,1,3,2,34,2.42,14,0,Google Ads,Sul,1
CLI00918,2020-04-14,Pro,69,3,0,0,66,50.55,0,0,Indicação,Sudeste,0
CLI00919,2025-06-09,Starter,6,1,4,2,40,17.65,10,1,LinkedIn,Norte,1
CLI00920,2022-08-07,Starter,41,2,1,1,94,22.96,2,1,Google Ads,Sul,0
CLI00921,2024-06-07,Pro,19,1,2,1,34,11.4,9,0,Evento,Sul,1
CLI00922,2023-06-08,Pro,31,4,1,1,41,35.51,3,0,Indicação,Sudeste,0
CLI00923,2023-11-30,Pro,25,3,1,1,71,26.73,2,1,Inbound,Sudeste,0
CLI00924,2025-11-08,Starter,1,3,1,1,82,30.91,3,0,Inbound,Norte,0
CLI00925,2022-10-28,Starter,38,4,3,2,44,26.89,3,0,Inbound,Norte,0
CLI00926,2022-01-08,Pro,48,2,0,0,91,34.0,3,0,Indicação,Sudeste,0
CLI00927,2025-11-13,Starter,1,4,0,0,54,31.28,1,0,Indicação,Sudeste,0
CLI00928,2022-08-29,Pro,40,3,0,0,66,22.63,1,0,Inbound,Sul,0
CLI00929,2023-08-25,Starter,28,3,0,0,83,23.65,3,0,Google Ads,Sudeste,0
CLI00930,2024-10-15,Starter,14,1,2,1,27,5.73,20,0,Evento,Sudeste,1
CLI00931,2021-10-24,Pro,50,3,1,1,88,42.21,4,0,Indicação,Norte,0
CLI00932,2025-02-20,Pro,10,1,2,2,53,12.1,5,0,Google Ads,Norte,1
CLI00933,2022-05-07,Enterprise,44,3,0,0,82,47.09,0,0,Indicação,Centro-Oeste,0
CLI00934,2022-11-16,Pro,38,1,0,0,77,48.04,1,0,Inbound,Sudeste,0
CLI00935,2023-07-30,Pro,29,2,1,1,54,30.38,0,0,Indicação,Sudeste,0
CLI00936,2023-01-07,Starter,36,3,0,0,73,45.2,4,0,Inbound,Sudeste,0
CLI00937,2021-08-04,Pro,53,1,3,2,71,50.44,3,1,Indicação,Sul,0
CLI00938,2023-04-07,Pro,33,2,2,2,85,29.08,4,0,Inbound,Centro-Oeste,0
CLI00939,2023-10-03,Starter,27,5,2,2,69,38.63,5,0,Evento,Sul,0
CLI00940,2021-10-27,Starter,50,3,1,1,81,23.3,5,0,Inbound,Nordeste,0
CLI00941,2024-02-20,Starter,22,1,1,1,88,47.18,2,0,Google Ads,Sul,0
CLI00942,2025-11-07,Enterprise,1,1,1,1,11,13.03,6,0,Indicação,Sudeste,1
CLI00943,2023-06-29,Pro,30,1,2,1,83,42.98,2,0,Google Ads,Nordeste,0
CLI00944,2024-12-22,Starter,12,1,1,1,62,19.24,1,0,Evento,Nordeste,0
CLI00945,2023-10-31,Enterprise,26,3,3,2,69,46.7,1,0,Evento,Sudeste,0
CLI00946,2024-05-07,Pro,20,3,2,0,72,42.63,3,0,Evento,Centro-Oeste,0
CLI00947,2022-03-28,Starter,45,2,1,1,67,45.32,0,0,Evento,Sudeste,0
CLI00948,2024-02-27,Pro,22,1,0,0,61,23.44,6,0,Evento,Centro-Oeste,0
CLI00949,2025-01-04,Starter,12,2,0,0,84,40.61,6,0,Google Ads,Sudeste,0
CLI00950,2025-10-17,Enterprise,2,2,6,2,72,12.14,18,1,LinkedIn,Sul,1
CLI00951,2023-11-06,Enterprise,26,3,1,0,71,40.92,1,0,Google Ads,Nordeste,0
CLI00952,2021-01-03,Pro,60,3,1,1,57,44.94,0,1,Inbound,Sul,0
CLI00953,2022-10-23,Enterprise,38,2,1,1,71,44.78,0,1,Indicação,Norte,0
CLI00954,2023-03-05,Pro,34,3,1,1,80,30.98,0,1,Evento,Sul,0
CLI00955,2022-10-03,Enterprise,39,5,2,2,100,31.55,3,0,Google Ads,Centro-Oeste,0
CLI00956,2022-09-06,Enterprise,40,4,0,0,67,17.92,1,0,Inbound,Sudeste,0
CLI00957,2022-03-26,Starter,45,2,1,1,66,27.84,3,0,Indicação,Sudeste,0
CLI00958,2022-08-23,Enterprise,40,3,1,0,95,17.26,3,0,Indicação,Nordeste,0
CLI00959,2023-04-28,Starter,32,2,1,0,70,12.77,3,0,Indicação,Nordeste,0
CLI00960,2025-11-17,Starter,1,4,0,0,65,35.26,6,1,Indicação,Norte,0
CLI00961,2022-02-19,Enterprise,47,5,3,3,77,42.36,1,1,Evento,Sudeste,0
CLI00962,2024-09-29,Starter,15,1,4,1,28,11.1,31,0,Indicação,Sul,1
CLI00963,2023-04-25,Enterprise,32,2,0,0,74,44.96,3,0,Google Ads,Sudeste,0
CLI00964,2023-05-24,Pro,31,2,2,0,75,47.27,3,0,LinkedIn,Nordeste,0
CLI00965,2020-08-19,Starter,65,2,0,0,87,38.22,2,1,Google Ads,Sul,0
CLI00966,2022-06-25,Starter,42,2,1,1,93,44.48,3,0,Google Ads,Sudeste,0
CLI00967,2022-01-02,Starter,48,5,0,0,88,28.69,1,0,Inbound,Sudeste,0
CLI00968,2023-01-20,Enterprise,35,3,1,1,59,22.14,5,0,Inbound,Sul,0
CLI00969,2024-06-15,Starter,18,2,0,0,74,32.71,2,0,Google Ads,Sudeste,0
CLI00970,2021-07-12,Pro,54,2,0,0,91,45.16,3,0,Indicação,Sul,0
CLI00971,2022-12-22,Pro,36,3,2,0,72,22.5,1,0,Google Ads,Sul,0
CLI00972,2025-08-12,Starter,4,2,3,1,26,11.13,20,1,LinkedIn,Nordeste,1
CLI00973,2023-07-27,Enterprise,29,2,0,0,98,26.78,1,0,LinkedIn,Nordeste,0
CLI00974,2025-02-14,Starter,10,3,6,2,40,3.55,7,1,Indicação,Sudeste,1
CLI00975,2022-04-13,Pro,45,4,3,3,69,19.24,0,0,Google Ads,Nordeste,0
CLI00976,2021-11-03,Starter,50,2,2,1,47,16.45,6,0,Google Ads,Centro-Oeste,0
CLI00977,2022-10-20,Pro,38,4,2,2,80,31.34,4,0,LinkedIn,Sudeste,0
CLI00978,2024-01-03,Pro,24,2,2,0,85,48.72,1,1,Inbound,Sudeste,0
CLI00979,2023-09-05,Starter,28,2,2,1,82,23.92,3,0,Indicação,Nordeste,0
CLI00980,2024-08-16,Enterprise,16,3,1,1,71,34.01,0,0,Indicação,Sudeste,0
CLI00981,2023-01-10,Starter,36,2,0,0,81,28.09,3,0,Evento,Sudeste,0
CLI00982,2022-12-21,Pro,36,2,1,0,72,29.81,6,0,Inbound,Centro-Oeste,0
CLI00983,2022-04-25,Starter,44,5,4,3,69,45.91,1,0,Inbound,Sudeste,0
CLI00984,2023-04-10,Pro,33,4,0,0,72,55.81,5,0,Inbound,Sul,0
CLI00985,2022-10-31,Starter,38,2,1,1,91,36.08,4,0,LinkedIn,Nordeste,0
